gameId,gameDate,homeTeam,awayTeam,homeFOW,awayFOW,homePPF,awayPPF
2023021241,2024-04-09,FLA,OTT,0.478261,0.521739,5,3
2021021298,2022-04-29,BUF,CHI,0.478261,0.521739,3,1
2022020944,2023-02-25,COL,CGY,0.5,0.5,4,5
2021020887,2022-03-05,EDM,MTL,0.583333,0.416667,4,4
2025020215,2025-11-05,CGY,CBJ,0.411765,0.588235,2,1
2024020439,2024-12-08,WPG,CBJ,0.673913,0.326087,4,2
2024020664,2025-01-10,DET,CHI,0.545455,0.454545,4,0
2022020609,2023-01-04,DET,NJD,0.606061,0.393939,2,3
2025020015,2025-10-09,STL,MIN,0.462963,0.537037,2,3
2023020771,2024-01-27,CGY,CHI,0.472727,0.527273,2,2
2020020662,2021-05-08,EDM,VAN,0.529412,0.470588,4,5
2021020240,2021-11-16,MIN,SJS,0.411765,0.588235,2,3
2024020499,2024-12-17,PIT,LAK,0.457627,0.542373,3,3
2024020632,2025-01-05,CHI,NYR,0.428571,0.571429,1,0
2022020096,2022-10-24,VGK,TOR,0.490909,0.509091,3,2
2024020106,2024-10-22,SEA,COL,0.625,0.375,1,3
2022021206,2023-04-01,PHI,BUF,0.603448,0.396552,2,3
2021020150,2021-11-04,MTL,NYI,0.539683,0.460317,3,3
2023020122,2023-10-28,NSH,TOR,0.457627,0.542373,5,4
2025020796,2026-01-22,CAR,CHI,0.65,0.35,5,1
2021020647,2022-01-12,DAL,SEA,0.484848,0.515152,2,3
2024021253,2025-04-10,CBJ,BUF,0.5,0.5,1,1
2024020540,2024-12-22,TBL,FLA,0.526316,0.473684,3,2
